id,name,position,team,now_cost,expected_points,total_points,minutes
1,David Raya Martín,GK,Arsenal,59,3.65,2,90
2,Kepa Arrizabalaga Revuelta,GK,Arsenal,42,0.05,0,0
4,Tommy Setford,GK,Arsenal,39,0.0,0,0
5,Gabriel dos Santos Magalhães,DEF,Arsenal,63,0.0,0,0
6,William Saliba,DEF,Arsenal,60,2.85,0,0
7,Riccardo Calafiori,DEF,Arsenal,58,3.89,1,85
8,Jurriën Timber,DEF,Arsenal,64,3.77,3,90
10,Myles Lewis-Skelly,DEF,Arsenal,51,1.08,1,4
11,Benjamin White,DEF,Arsenal,53,1.75,1,90
12,Oleksandr Zinchenko,DEF,Nott'm Forest,49,0.0,0,0
13,Brayden Clarke,DEF,Arsenal,38,0.0,0,0
15,Josh Nichols,DEF,Arsenal,38,0.0,0,0
16,Bukayo Saka,MID,Arsenal,101,5.04,4,78
17,Martin Ødegaard,MID,Arsenal,78,3.4,2,90
18,Noni Madueke,MID,Arsenal,68,2.35,1,11
19,Gabriel Martinelli Silva,MID,Arsenal,68,1.42,1,4
20,Leandro Trossard,MID,Arsenal,69,0.65,6,40
21,Declan Rice,MID,Arsenal,71,3.9,6,90
22,Mikel Merino Zazón,MID,Arsenal,60,3.74,1,45
24,Christian Nørgaard,MID,Arsenal,52,0.22,0,0
25,Ethan Nwaneri,MID,Arsenal,51,0.7,0,0
26,Martín Zubimendi Ibáñez,MID,Arsenal,53,2.88,2,90
27,Reiss Nelson,MID,Brentford,48,0.18,0,0
30,Kai Havertz,FWD,Arsenal,73,0.0,0,0
31,Gabriel Fernando de Jesus,FWD,Arsenal,64,0.32,0,0
32,Emiliano Martínez Romero,GK,Aston Villa,51,1.45,4,90
33,Marco Bizot,GK,Aston Villa,43,1.46,0,0
36,Matty Cash,DEF,Aston Villa,47,2.83,9,86
37,Lucas Digne,DEF,Aston Villa,45,2.89,0,0
38,Ezri Konsa Ngoyo,DEF,Aston Villa,44,2.68,2,90
39,Ian Maatsen,DEF,Aston Villa,42,1.02,2,90
40,Tyrone Mings,DEF,Aston Villa,43,0.0,0,0
41,Pau Torres,DEF,Aston Villa,43,2.74,5,85
42,Andrés García,DEF,Aston Villa,39,0.0,0,0
44,Lamare Bogarde,DEF,Aston Villa,40,0.31,1,15
45,Lino da Cruz Sousa,DEF,Aston Villa,39,0.01,0,0
47,Morgan Rogers,MID,Aston Villa,69,3.19,2,90
48,Youri Tielemans,MID,Aston Villa,59,3.14,2,90
50,Emiliano Buendía Stati,MID,Aston Villa,53,1.88,6,3
52,Jacob Ramsey,MID,Newcastle,53,0.96,1,90
53,Donyell Malen,MID,Aston Villa,51,2.49,1,24
54,John McGinn,MID,Aston Villa,54,2.88,2,74
55,Ross Barkley,MID,Aston Villa,48,0.0,0,0
58,Boubacar Kamara,MID,Aston Villa,49,2.34,10,90
59,Amadou Onana,MID,Aston Villa,48,1.06,2,74
60,Ben Broggio,MID,Aston Villa,45,0.01,0,0
62,Jamaldeen Jimoh-Aloba,MID,Aston Villa,45,0.0,0,0
63,Kadan Young,MID,Aston Villa,44,0.01,0,0
64,Ollie Watkins,FWD,Aston Villa,85,3.12,2,65
67,Đorđe Petrović,GK,Bournemouth,45,2.83,7,90
68,Will Dennis,GK,Bournemouth,40,0.03,0,0
69,Callan McKenna,GK,Bournemouth,40,0.0,0,0
72,Marcos Senesi Barón,DEF,Bournemouth,50,3.31,8,61
73,Adam Smith,DEF,Bournemouth,44,1.41,6,90
74,Adrien Truffert,DEF,Bournemouth,45,2.72,6,90
75,Matai Akinmboni,DEF,Bournemouth,39,0.0,0,0
76,Owen Bevan,DEF,Bournemouth,39,0.0,0,0
77,James Hill,DEF,Bournemouth,40,0.52,1,28
78,Julián Araujo Zúñiga,DEF,Bournemouth,38,0.06,0,0
80,Julio Soler Barreto,DEF,Bournemouth,40,0.12,0,0
81,Justin Kluivert,MID,Bournemouth,70,3.31,3,73
82,Antoine Semenyo,MID,Bournemouth,77,4.16,3,90
83,Dango Ouattara,MID,Brentford,60,4.1,4,87
84,Marcus Tavernier,MID,Bournemouth,55,3.35,5,90
85,Tyler Adams,MID,Bournemouth,50,0.0,0,0
86,David Brooks,MID,Bournemouth,50,2.89,1,16
87,Ryan Christie,MID,Bournemouth,50,0.0,0,0
88,Lewis Cook,MID,Bournemouth,49,0.0,0,0
90,Alex Scott,MID,Bournemouth,50,3.27,5,90
97,Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,70,3.5,2,86
98,Enes Ünal,FWD,Bournemouth,54,0.29,1,3
100,Junior Kroupi,FWD,Bournemouth,46,1.9,0,0
101,Caoimhín Kelleher,GK,Brentford,45,3.43,2,90
102,Ellery Balcombe,GK,Brentford,40,0.0,0,0
103,Matthew Cox,GK,Brentford,40,0.0,0,0
104,Julian Eyestone,GK,Brentford,39,0.0,0,0
105,Hákon Rafn Valdimarsson,GK,Brentford,39,0.03,0,0
106,Nathan Collins,DEF,Brentford,49,4.16,3,90
107,Keane Lewis-Potter,DEF,Brentford,48,0.89,1,2
108,Kristoffer Ajer,DEF,Brentford,44,2.62,-1,45
109,Rico Henry,DEF,Brentford,43,0.35,1,45
110,Michael Kayode,DEF,Brentford,45,3.15,0,75
111,Ethan Pinnock,DEF,Brentford,43,0.46,0,0
113,Sepp van den Berg,DEF,Brentford,45,3.76,1,90
114,Benjamin Arthur,DEF,Brentford,39,0.0,0,0
116,Aaron Hickey,DEF,Brentford,40,1.72,1,14
119,Bryan Mbeumo,MID,Man Utd,85,5.25,8,90
120,Kevin Schade,MID,Brentford,70,3.78,1,90
121,Mikkel Damsgaard,MID,Brentford,58,3.67,2,60
122,Antoni Milambo,MID,Brentford,52,0.0,0,0
123,Fábio Freitas Gouveia Carvalho,MID,Brentford,48,0.0,0,0
124,Jordan Henderson,MID,Brentford,50,2.76,4,90
125,Vitaly Janelt,MID,Brentford,49,0.9,1,14
126,Mathias Jensen,MID,Brentford,49,1.01,1,29
127,Gustavo Nunes Fernandes Gomes,MID,Brentford,49,0.37,0,0
128,Frank Onyeka,MID,Brentford,48,0.38,0,0
129,Yehor Yarmoliuk,MID,Brentford,50,2.99,1,75
130,Romelle Donovan,MID,Brentford,44,0.0,0,0
131,Yunus Emre Konak,MID,Brentford,43,0.0,0,0
132,Paris Maghoma,MID,Brentford,45,0.0,0,0
133,Myles Peart-Harris,MID,Brentford,44,0.0,0,0
135,Yoane Wissa,FWD,Newcastle,73,0.57,1,16
136,Igor Thiago Nascimento Rodrigues,FWD,Brentford,68,3.9,2,90
137,Iwan Morgan,FWD,Brentford,44,0.0,0,0
138,Jason Steele,GK,Brighton,43,0.04,0,0
139,Bart Verbruggen,GK,Brighton,44,3.6,3,90
140,Tom McGill,GK,Brighton,40,0.0,0,0
143,Olivier Boscagli,DEF,Brighton,42,0.18,1,7
144,Diego Coppola,DEF,Brighton,43,0.18,0,0
145,Maxim De Cuyper,DEF,Brighton,43,3.95,8,71
146,Lewis Dunk,DEF,Brighton,45,3.77,1,90
148,Ferdi Kadıoğlu,DEF,Brighton,44,4.0,1,82
149,Igor Julio dos Santos de Paulo,DEF,West Ham,45,0.0,0,0
151,Jan Paul van Hecke,DEF,Brighton,45,4.29,5,90
152,Joël Veltman,DEF,Brighton,43,0.77,0,0
153,Adam Webster,DEF,Brighton,44,0.0,0,0
156,Charlie Tasker,DEF,Brighton,39,0.01,0,0
157,Mitoma Kaoru,MID,Brighton,61,0.75,0,0
158,Georginio Rutter,MID,Brighton,57,3.84,8,90
159,Solly March,MID,Brighton,58,0.0,0,0
160,Yankuba Minteh,MID,Brighton,63,4.83,3,71
