id,name,position,team,now_cost,expected_points,total_points
541,Reinildo Mandava,DEF,Sunderland,39,0.0,0
87,Ryan Christie,MID,Bournemouth,49,1.27,0
765,Leo Shahar,DEF,Newcastle,40,0.0,0
216,Zeki Amdouni,FWD,Burnley,48,0.0,0
612,Lucas Tolentino Coelho de Lima,MID,West Ham,59,4.09,3
672,Jorrel Hato,DEF,Chelsea,46,0.12,0
133,Myles Peart-Harris,MID,Brentford,44,0.0,0
193,Bashir Humphreys,DEF,Burnley,39,0.08,8
203,Enock Agyei,MID,Burnley,47,0.0,0
306,Callum Bates,MID,Everton,43,0.01,0
289,Harry Tyrer,GK,Everton,39,0.0,0
574,Destiny Udogie,DEF,Spurs,44,0.0,0
529,Simon Moore,GK,Sunderland,39,0.0,0
593,Pape Matar Sarr,MID,Spurs,46,0.0,0
105,Hákon Rafn Valdimarsson,GK,Brentford,39,0.03,0
72,Marcos Senesi Barón,DEF,Bournemouth,49,4.26,2
386,Alexis Mac Allister,MID,Liverpool,62,5.14,2
643,André Trindade da Costa Neto,MID,Wolves,53,2.77,3
482,Harrison Ashby,DEF,Newcastle,39,0.02,0
323,Samuel Amissah,DEF,Fulham,38,0.06,0
326,Adama Traoré Diarra,MID,Fulham,51,2.69,0
166,Yasin Ayari,MID,Brighton,48,2.81,5
422,Mateo Kovačić,MID,Man City,59,0.0,0
310,Thierno Barry,FWD,Everton,57,4.16,1
608,Ollie Scarles,DEF,West Ham,43,2.62,2
410,Rico Lewis,DEF,Man City,47,0.89,0
350,Brenden Aaronson,MID,Leeds,54,2.2,5
561,Eliezer Mayenda Dossou,FWD,Sunderland,52,1.43,1
770,Seth Ridgeon,MID,Fulham,45,0.0,0
10,Myles Lewis-Skelly,DEF,Arsenal,51,1.63,1
633,Hugo Bueno López,DEF,Wolves,43,0.6,1
637,Toti Gomes,DEF,Wolves,42,0.0,0
267,Ismaïla Sarr,MID,Crystal Palace,64,0.0,0
406,Abdukodir Khusanov,DEF,Man City,54,1.2,0
690,Rio Cardines,MID,Crystal Palace,44,0.05,0
453,Alejandro Garnacho Ferreyra,MID,Chelsea,64,2.41,2
549,Dan Neil,MID,Sunderland,48,1.02,0
242,Kiernan Dewsbury-Hall,MID,Everton,50,0.0,0
478,Kieran Trippier,DEF,Newcastle,49,0.0,0
673,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,MID,Spurs,55,1.99,1
477,Tino Livramento,DEF,Newcastle,49,0.0,0
320,Issa Diop,DEF,Fulham,43,1.08,1
599,Dane Scarlett,FWD,Spurs,43,0.03,0
38,Ezri Konsa Ngoyo,DEF,Aston Villa,44,2.31,4
265,Caleb Kporha,DEF,Crystal Palace,40,0.0,0
768,Leon Routh,DEF,Aston Villa,40,0.0,0
591,Archie Gray,MID,Spurs,48,2.07,10
552,Noah Sadiki,MID,Sunderland,50,0.0,0
415,Sávio Moreira de Oliveira,MID,Man City,69,1.8,1
106,Nathan Collins,DEF,Brentford,49,4.42,4
459,Manuel Ugarte Ribeiro,MID,Man Utd,47,3.18,5
473,Lewis Hall,DEF,Newcastle,52,4.02,2
230,Wesley Fofana,DEF,Chelsea,44,3.14,0
536,Leo Fuhr Hjelde,DEF,Sunderland,40,0.0,0
602,Krisztián Hegyi,GK,West Ham,39,0.0,0
270,Will Hughes,MID,Crystal Palace,47,2.58,1
456,Jadon Sancho,MID,Aston Villa,58,0.85,1
697,Amine Adli,MID,Bournemouth,54,0.9,1
575,Micky van de Ven,DEF,Spurs,46,3.04,11
606,Konstantinos Mavropanos,DEF,West Ham,44,3.46,0
631,Emmanuel Agbadou,DEF,Wolves,43,0.0,0
424,Oscar Bobb,MID,Man City,51,0.74,0
124,Jordan Henderson,MID,Brentford,50,2.96,1
329,Harry Wilson,MID,Fulham,58,4.01,5
684,Malick Thiaw,DEF,Newcastle,50,3.77,2
396,Trey Nyoni,MID,Liverpool,43,0.02,1
766,Saheed Olagunju,DEF,Wolves,40,0.0,0
709,Ladislav Krejcí,DEF,Wolves,45,2.35,1
228,Malo Gusto,DEF,Chelsea,50,2.27,1
418,Jérémy Doku,MID,Man City,64,1.68,0
619,Luis Guilherme Lira dos Santos,MID,West Ham,49,0.28,0
345,Sebastiaan Bornauw,DEF,Leeds,38,0.08,0
274,Asher Agbinone,MID,Crystal Palace,43,0.01,0
502,Matz Sels,GK,Nott'm Forest,46,2.55,0
713,Álex Jiménez Sánchez,DEF,Bournemouth,45,2.59,3
658,Nathan Fraser,FWD,Wolves,43,0.01,0
302,Idrissa Gana Gueye,MID,Everton,54,0.0,0
276,Justin Devenny,MID,Crystal Palace,43,1.27,2
341,Karl Darlow,GK,Leeds,39,0.03,0
100,Junior Kroupi,FWD,Bournemouth,46,0.86,1
544,Habib Diarra,MID,Sunderland,53,0.0,0
567,Antonín Kinský,GK,Spurs,39,0.03,0
67,Đorđe Petrović,GK,Bournemouth,45,3.11,-1
600,Alphonse Areola,GK,West Ham,43,3.23,3
5,Gabriel dos Santos Magalhães,DEF,Arsenal,62,1.19,1
62,Jamaldeen Jimoh-Aloba,MID,Aston Villa,45,0.0,0
680,Armando Broja,FWD,Burnley,52,1.62,2
229,Benoît Badiashile Mukinayi,DEF,Chelsea,44,0.31,1
764,Reigan Heskey,MID,Man City,45,0.0,0
739,Divine Mukasa,MID,Man City,44,0.03,0
644,Jean-Ricner Bellegarde,MID,Wolves,52,0.0,0
507,Ola Aina,DEF,Nott'm Forest,47,0.0,0
387,Dominik Szoboszlai,MID,Liverpool,66,0.0,0
696,Arnaud Kalimuendo,FWD,Nott'm Forest,60,0.34,0
761,Freddie Simmonds,DEF,Brighton,40,0.0,0
401,Marcus Bettinelli,GK,Man City,39,0.0,0
613,Tomáš Souček,MID,West Ham,57,1.11,1
419,Jack Grealish,MID,Everton,65,4.09,0
356,Ilia Gruev,MID,Leeds,47,1.36,0
63,Kadan Young,MID,Aston Villa,43,0.01,0
392,Endo Wataru,MID,Liverpool,49,0.0,0
727,Samuel Chukwueze,MID,Fulham,53,0.0,0
173,Mats Wieffer,MID,Brighton,49,2.99,1
568,Pedro Porro Sauceda,DEF,Spurs,53,3.68,6
271,Daichi Kamada,MID,Crystal Palace,50,0.0,0
243,Tyrique George,MID,Chelsea,48,0.0,0
621,Andy Irving,MID,West Ham,43,0.25,0
469,Nick Pope,GK,Newcastle,51,0.29,0
638,Ki-Jana Hoever,DEF,Wolves,38,1.41,0
645,Fer López González,MID,Wolves,52,1.98,0
353,Daniel James,MID,Leeds,53,0.0,0
554,Abdoullah Ba,MID,Sunderland,43,0.0,0
214,Mike Trésor Ndayishimiye,MID,Burnley,44,0.22,1
103,Matthew Cox,GK,Brentford,39,0.0,0
300,Dwight McNeil,MID,Everton,55,3.53,5
52,Jacob Ramsey,MID,Newcastle,53,1.85,2
721,Veljko Milosavljevic,DEF,Bournemouth,44,0.0,0
651,Tom Edozie,MID,Wolves,43,0.0,0
307,Coby Ebere,MID,Everton,44,0.01,0
144,Diego Coppola,DEF,Brighton,42,0.33,0
738,Lukasz Fabianski,GK,West Ham,45,0.0,0
59,Amadou Onana,MID,Aston Villa,48,2.97,1
367,Giorgi Mamardashvili,GK,Liverpool,43,0.04,0
385,Federico Chiesa,MID,Liverpool,63,2.85,2
328,Ryan Sessegnon,MID,Fulham,54,0.0,0
409,John Stones,DEF,Man City,54,0.72,0
551,Chris Rigg,MID,Sunderland,47,2.67,2
539,Luke O'Nien,DEF,Sunderland,40,0.0,0
198,Axel Tuanzebe,DEF,Burnley,39,0.0,0
294,Séamus Coleman,DEF,Everton,43,0.09,0
301,Carlos Alcaraz Durán,MID,Everton,52,3.61,3
297,Roman Dixon,DEF,Everton,38,0.05,0
728,Merlin Röhl,MID,Everton,50,1.48,1
156,Charlie Tasker,DEF,Brighton,39,0.01,0
763,Charlie Gray,MID,Man City,45,0.0,0
135,Yoane Wissa,FWD,Newcastle,73,1.4,1
260,Marc Guéhi,DEF,Crystal Palace,53,4.19,2
205,Josh Cullen,MID,Burnley,50,3.13,1
430,Erling Haaland,FWD,Man City,151,6.95,2
573,Djed Spence,DEF,Spurs,43,2.93,7
104,Julian Eyestone,GK,Brentford,39,0.0,0
368,Ármin Pécsi,GK,Liverpool,39,0.0,0
660,Anton Stach,MID,Leeds,48,3.29,4
272,Jefferson Lerma Solís,MID,Crystal Palace,49,2.66,1
194,Jordan Beyer,DEF,Burnley,39,0.0,0
398,Jayden Danns,FWD,Liverpool,43,0.02,0
686,Rio Ngumoha,MID,Liverpool,43,1.81,0
566,Brandon Austin,GK,Spurs,39,0.0,0
113,Sepp van den Berg,DEF,Brentford,45,4.09,0
691,Dominic Calvert-Lewin,FWD,Leeds,58,3.59,8
610,Aaron Wan-Bissaka,DEF,West Ham,42,0.0,0
547,Enzo Le Fée,MID,Sunderland,49,3.65,2
471,Mark Gillespie,GK,Newcastle,39,0.0,0
354,Ethan Ampadu,MID,Leeds,49,3.1,4
45,Lino da Cruz Sousa,DEF,Aston Villa,39,0.01,0
716,Nicolò Savona,DEF,Nott'm Forest,45,1.93,1
336,Harrison Reed,MID,Fulham,43,0.06,0
292,Vitalii Mykolenko,DEF,Everton,49,4.31,6
128,Frank Onyeka,MID,Brentford,48,0.0,0
427,Tijjani Reijnders,MID,Man City,52,2.65,8
149,Igor Julio dos Santos de Paulo,DEF,West Ham,45,0.42,0
223,Gabriel Słonina,GK,Chelsea,39,0.0,0
119,Bryan Mbeumo,MID,Man Utd,81,0.0,0
298,Reece Welch,DEF,Everton,38,0.05,0
707,Tyler Dibling,MID,Everton,53,2.29,2
88,Lewis Cook,MID,Bournemouth,49,1.47,4
85,Tyler Adams,MID,Bournemouth,50,0.0,0
480,Jamaal Lascelles,DEF,Newcastle,43,0.17,0
42,Andrés García,DEF,Aston Villa,39,0.0,0
48,Youri Tielemans,MID,Aston Villa,59,3.29,7
137,Iwan Morgan,FWD,Brentford,44,0.0,0
719,Victor Lindelöf,DEF,Aston Villa,45,0.78,2
615,Crysencio Summerville,MID,West Ham,55,3.81,1
662,Cristhian Mosquera,DEF,Arsenal,54,0.0,0
25,Ethan Nwaneri,MID,Arsenal,51,0.53,0
595,Callum Olusesi,MID,Spurs,43,0.01,0
102,Ellery Balcombe,GK,Brentford,39,0.0,0
