id,name,position,team,now_cost,expected_points,total_points,minutes
1,David Raya Martín,GK,Arsenal,60,4.09,7,90
2,Kepa Arrizabalaga Revuelta,GK,Arsenal,41,0.05,0,0
4,Tommy Setford,GK,Arsenal,39,0.0,0,0
5,Gabriel dos Santos Magalhães,DEF,Arsenal,71,4.83,11,90
6,William Saliba,DEF,Arsenal,61,3.83,0,0
7,Riccardo Calafiori,DEF,Arsenal,56,1.09,1,26
8,Jurriën Timber,DEF,Arsenal,63,4.23,13,90
10,Myles Lewis-Skelly,DEF,Arsenal,51,0.89,0,0
11,Benjamin White,DEF,Arsenal,51,0.21,0,0
13,Brayden Clarke,DEF,Arsenal,38,0.0,0,0
15,Josh Nichols,DEF,Arsenal,37,0.0,0,0
16,Bukayo Saka,MID,Arsenal,98,4.96,9,90
17,Martin Ødegaard,MID,Arsenal,78,1.72,0,0
18,Noni Madueke,MID,Arsenal,68,1.48,0,0
19,Gabriel Martinelli Silva,MID,Arsenal,68,1.32,1,59
20,Leandro Trossard,MID,Arsenal,67,3.75,1,30
21,Declan Rice,MID,Arsenal,75,3.54,3,90
22,Mikel Merino Zazón,MID,Arsenal,54,0.0,0,0
24,Christian Nørgaard,MID,Arsenal,51,1.2,1,10
26,Martín Zubimendi Ibáñez,MID,Arsenal,52,3.15,3,79
27,Reiss Nelson,MID,Brentford,48,0.0,0,0
30,Kai Havertz,FWD,Arsenal,73,1.1,1,31
31,Gabriel Fernando de Jesus,FWD,Arsenal,64,1.15,0,0
32,Emiliano Martínez Romero,GK,Aston Villa,51,2.97,1,90
33,Marco Bizot,GK,Aston Villa,42,0.03,0,0
36,Matty Cash,DEF,Aston Villa,48,3.09,-1,45
37,Lucas Digne,DEF,Aston Villa,45,0.94,0,0
38,Ezri Konsa Ngoyo,DEF,Aston Villa,44,2.81,0,90
39,Ian Maatsen,DEF,Aston Villa,42,3.24,0,90
40,Tyrone Mings,DEF,Aston Villa,43,0.96,0,90
41,Pau Torres,DEF,Aston Villa,43,2.29,0,0
42,Andrés García,DEF,Aston Villa,39,0.0,0,0
44,Lamare Bogarde,DEF,Aston Villa,40,1.55,0,45
47,Morgan Rogers,MID,Aston Villa,76,3.99,1,90
48,Youri Tielemans,MID,Aston Villa,59,0.0,0,0
49,Leon Bailey,MID,Aston Villa,55,0.63,5,62
50,Emiliano Buendía Stati,MID,Aston Villa,53,2.17,2,62
52,Jacob Ramsey,MID,Newcastle,53,2.43,-2,45
54,John McGinn,MID,Aston Villa,54,0.0,0,0
55,Ross Barkley,MID,Aston Villa,48,2.76,1,27
58,Boubacar Kamara,MID,Aston Villa,49,0.0,0,0
59,Amadou Onana,MID,Aston Villa,48,3.21,2,90
64,Ollie Watkins,FWD,Aston Villa,86,2.72,1,70
67,Đorđe Petrović,GK,Bournemouth,45,2.91,6,90
69,Callan McKenna,GK,Bournemouth,39,0.0,0,0
72,Marcos Senesi Barón,DEF,Bournemouth,49,4.01,11,90
73,Adam Smith,DEF,Bournemouth,44,0.9,0,0
74,Adrien Truffert,DEF,Bournemouth,46,3.48,8,90
75,Matai Akinmboni,DEF,Bournemouth,38,0.0,0,0
76,Owen Bevan,DEF,Bournemouth,38,0.0,0,0
77,James Hill,DEF,Bournemouth,41,3.92,8,90
80,Julio Soler Barreto,DEF,Bournemouth,40,0.07,0,0
81,Justin Kluivert,MID,Bournemouth,70,0.0,0,0
82,Antoine Semenyo,MID,Man City,82,5.1,7,90
83,Dango Ouattara,MID,Brentford,59,4.19,3,86
84,Marcus Tavernier,MID,Bournemouth,53,4.39,2,90
