id,name,position,team,now_cost,expected_points,total_points,minutes
1,David Raya Martín,GK,Arsenal,57,4.35,6,90
2,Kepa Arrizabalaga Revuelta,GK,Arsenal,43,0.05,0,0
4,Tommy Setford,GK,Arsenal,40,0.0,0,0
5,Gabriel dos Santos Magalhães,DEF,Arsenal,63,4.59,12,90
6,William Saliba,DEF,Arsenal,60,4.34,6,90
7,Riccardo Calafiori,DEF,Arsenal,57,3.97,6,90
8,Jurriën Timber,DEF,Arsenal,59,4.1,6,90
10,Myles Lewis-Skelly,DEF,Arsenal,52,1.08,0,0
11,Benjamin White,DEF,Arsenal,54,0.69,0,0
12,Oleksandr Zinchenko,DEF,Nott'm Forest,49,2.44,1,73
16,Bukayo Saka,MID,Arsenal,99,5.98,7,90
17,Martin Ødegaard,MID,Arsenal,79,0.0,0,0
18,Noni Madueke,MID,Arsenal,69,0.0,0,0
19,Gabriel Martinelli Silva,MID,Arsenal,69,0.98,1,9
20,Leandro Trossard,MID,Arsenal,69,2.6,10,80
21,Declan Rice,MID,Arsenal,65,4.09,3,90
22,Mikel Merino Zazón,MID,Arsenal,59,1.89,1,28
24,Christian Nørgaard,MID,Arsenal,53,0.23,1,1
25,Ethan Nwaneri,MID,Arsenal,52,0.51,0,0
26,Martín Zubimendi Ibáñez,MID,Arsenal,55,3.2,3,90
27,Reiss Nelson,MID,Brentford,49,0.47,0,0
30,Kai Havertz,FWD,Arsenal,73,0.0,0,0
31,Gabriel Fernando de Jesus,FWD,Arsenal,64,0.0,0,0
32,Emiliano Martínez Romero,GK,Aston Villa,50,2.74,2,90
33,Marco Bizot,GK,Aston Villa,44,0.03,0,0
36,Matty Cash,DEF,Aston Villa,46,2.83,2,90
37,Lucas Digne,DEF,Aston Villa,45,2.71,5,81
38,Ezri Konsa Ngoyo,DEF,Aston Villa,45,2.61,2,90
39,Ian Maatsen,DEF,Aston Villa,43,0.9,1,8
40,Tyrone Mings,DEF,Aston Villa,45,1.02,0,0
41,Pau Torres,DEF,Aston Villa,44,2.09,2,90
44,Lamare Bogarde,DEF,Aston Villa,40,1.77,0,0
45,Lino da Cruz Sousa,DEF,Aston Villa,40,0.01,0,0
47,Morgan Rogers,MID,Aston Villa,69,3.45,7,90
48,Youri Tielemans,MID,Aston Villa,59,0.0,0,0
50,Emiliano Buendía Stati,MID,Aston Villa,53,1.68,7,29
