id,name,position,team,now_cost,expected_points,total_points,minutes
73,Adam Smith,DEF,Bournemouth,45,3.03,6,90
74,Adrien Truffert,DEF,Bournemouth,45,3.84,6,90
75,Matai Akinmboni,DEF,Bournemouth,40,0.0,0,0
76,Owen Bevan,DEF,Bournemouth,40,0.0,0,0
77,James Hill,DEF,Bournemouth,40,0.58,1,2
78,Julián Araujo Zúñiga,DEF,Bournemouth,40,0.91,0,0
79,Chris Mepham,DEF,Bournemouth,40,0.18,0,0
80,Julio Soler Barreto,DEF,Bournemouth,40,0.49,0,0
81,Justin Kluivert,MID,Bournemouth,70,0.75,1,12
82,Antoine Semenyo,MID,Bournemouth,71,4.84,6,90
83,Dango Ouattara,MID,Brentford,60,3.12,13,83
84,Marcus Tavernier,MID,Bournemouth,55,4.26,11,77
85,Tyler Adams,MID,Bournemouth,50,3.33,2,87
86,David Brooks,MID,Bournemouth,50,2.35,3,66
87,Ryan Christie,MID,Bournemouth,50,0.58,1,24
88,Lewis Cook,MID,Bournemouth,50,0.0,0,0
89,Philip Billing,MID,Bournemouth,50,0.87,0,0
90,Alex Scott,MID,Bournemouth,50,3.59,2,65
91,Luis Sinisterra Lucumí,MID,Bournemouth,50,0.0,0,0
92,Romain Faivre,MID,Bournemouth,45,0.05,0,0
93,Hamed Traorè,MID,Bournemouth,45,0.75,0,0
94,Dominic Sadi,MID,Bournemouth,45,0.0,0,0
95,Zain Silcott-Duberry,MID,Bournemouth,45,0.03,0,0
96,Ben Winterburn,MID,Bournemouth,45,0.1,0,0
97,Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,70,4.99,2,87
98,Enes Ünal,FWD,Bournemouth,55,0.0,0,0
99,Daniel Adu-Adjei,FWD,Bournemouth,45,0.0,0,0
100,Junior Kroupi,FWD,Bournemouth,45,0.72,2,4
101,Caoimhín Kelleher,GK,Brentford,45,3.24,5,90
102,Ellery Balcombe,GK,Brentford,40,0.0,0,0
103,Matthew Cox,GK,Brentford,40,0.0,0,0
104,Julian Eyestone,GK,Brentford,40,0.0,0,0
105,Hákon Rafn Valdimarsson,GK,Brentford,40,0.03,0,0
106,Nathan Collins,DEF,Brentford,50,3.52,9,90
107,Keane Lewis-Potter,DEF,Brentford,50,2.69,6,90
108,Kristoffer Ajer,DEF,Brentford,45,0.85,1,5
109,Rico Henry,DEF,Brentford,45,2.79,1,6
110,Michael Kayode,DEF,Brentford,45,2.78,10,84
111,Ethan Pinnock,DEF,Brentford,45,0.44,0,0
112,Mads Roerslev Rasmussen,DEF,Brentford,45,0.0,0,0
113,Sepp van den Berg,DEF,Brentford,45,3.07,8,90
114,Benjamin Arthur,DEF,Brentford,40,0.02,0,0
115,Benjamin Fredrick,DEF,Brentford,40,0.0,0,0
116,Aaron Hickey,DEF,Brentford,40,0.24,1,11
117,Kim Ji-soo,DEF,Brentford,40,0.0,0,0
118,Jayden Meghoma,DEF,Brentford,40,0.0,0,0
119,Bryan Mbeumo,MID,Man Utd,80,4.49,2,90
120,Kevin Schade,MID,Brentford,70,3.35,3,78
121,Mikkel Damsgaard,MID,Brentford,59,3.35,5,90
122,Antoni Milambo,MID,Brentford,55,1.0,0,0
123,Fábio Freitas Gouveia Carvalho,MID,Brentford,50,2.88,0,0
124,Jordan Henderson,MID,Brentford,50,1.09,3,68
125,Vitaly Janelt,MID,Brentford,50,0.0,0,0
126,Mathias Jensen,MID,Brentford,50,2.82,1,11
127,Gustavo Nunes Fernandes Gomes,MID,Brentford,50,0.0,0,0
128,Frank Onyeka,MID,Brentford,50,0.22,1,21
129,Yehor Yarmoliuk,MID,Brentford,50,2.86,5,78
130,Romelle Donovan,MID,Brentford,45,0.0,0,0
131,Yunus Emre Konak,MID,Brentford,45,0.08,0,0
132,Paris Maghoma,MID,Brentford,45,0.08,0,0
133,Myles Peart-Harris,MID,Brentford,45,0.03,0,0
134,Ryan Trevitt,MID,Brentford,45,0.0,0,0
135,Yoane Wissa,FWD,Brentford,75,0.0,0,0
136,Igor Thiago Nascimento Rodrigues,FWD,Brentford,60,4.31,2,90
137,Iwan Morgan,FWD,Brentford,45,0.0,0,0
138,Jason Steele,GK,Brighton,45,0.04,0,0
139,Bart Verbruggen,GK,Brighton,45,3.16,1,90
140,Tom McGill,GK,Brighton,40,0.0,0,0
141,Carl Rushworth,GK,Brighton,40,0.0,0,0
142,Kjell Scherpen,GK,Brighton,40,0.0,0,0
143,Olivier Boscagli,DEF,Brighton,45,1.01,0,0
144,Diego Coppola,DEF,Brighton,45,0.6,0,0
145,Maxim De Cuyper,DEF,Brighton,45,3.36,0,66
146,Lewis Dunk,DEF,Brighton,45,3.06,1,90
147,Pervis Estupiñán Tenorio,DEF,Brighton,45,0.0,0,0
148,Ferdi Kadıoğlu,DEF,Brighton,45,1.07,0,23
149,Igor Julio dos Santos de Paulo,DEF,Brighton,45,0.63,0,0
150,Tariq Lamptey,DEF,Brighton,45,0.39,0,0
151,Jan Paul van Hecke,DEF,Brighton,45,3.54,1,90
152,Joël Veltman,DEF,Brighton,45,0.86,0,0
153,Adam Webster,DEF,Brighton,45,0.0,0,0
154,Eiran Cashin,DEF,Brighton,40,0.0,0,0
155,Jacob Slater,DEF,Brighton,40,0.01,0,0
156,Charlie Tasker,DEF,Brighton,40,0.01,0,0
157,Mitoma Kaoru,MID,Brighton,65,4.08,2,90
158,Georginio Rutter,MID,Brighton,60,3.88,0,0
159,Solly March,MID,Brighton,59,0.81,0,0
160,Yankuba Minteh,MID,Brighton,60,3.34,2,90
161,Julio Enciso Espínola,MID,Brighton,55,0.0,0,0
162,Brajan Gruda,MID,Brighton,55,1.17,1,5
163,Jack Hinshelwood,MID,Brighton,54,1.04,1,45
164,Matt O'Riley,MID,Brighton,55,2.89,2,90
165,Abdallah Sima,MID,Brighton,55,0.03,0,0
166,Yasin Ayari,MID,Brighton,50,2.9,2,66
167,Carlos Baleba,MID,Brighton,50,3.23,1,45
168,Facundo Buonanotte,MID,Brighton,50,0.19,0,0
169,Diego Gómez Amarilla,MID,Brighton,50,1.68,1,23
170,James Milner,MID,Brighton,50,0.08,0,0
171,Jeremy Sarmiento Morante,MID,Brighton,50,0.07,0,0
172,Tom Watson,MID,Brighton,50,0.08,0,0
173,Mats Wieffer,MID,Brighton,50,2.88,3,84
174,Malick Yalcouyé,MID,Brighton,50,0.0,0,0
175,Joe Knight,MID,Brighton,45,0.0,0,0
176,Adrian Mazilu,MID,Brighton,45,0.0,0,0
177,Andrew Moran,MID,Brighton,45,0.0,0,0
178,Danny Welbeck,FWD,Brighton,65,2.96,0,90
179,Evan Ferguson,FWD,Brighton,55,0.0,0,0
180,Stefanos Tzimas,FWD,Brighton,55,0.44,0,0
181,Charalampos Kostoulas,FWD,Brighton,50,0.38,0,0
182,James Trafford,GK,Man City,50,3.03,2,90
183,Max Weiß,GK,Burnley,45,0.07,0,0
184,Etienne Green,GK,Burnley,40,0.0,0,0
185,Václav Hladký,GK,Burnley,40,0.07,0,0
186,Connor Roberts,DEF,Burnley,45,0.86,0,0
187,Kyle Walker,DEF,Burnley,45,3.62,6,90
188,Hannes Delcroix,DEF,Burnley,40,0.13,0,0
189,Owen Dodgson,DEF,Burnley,40,0.0,0,0
190,Hjalmar Ekdal,DEF,Burnley,40,4.13,9,90
191,Maxime Estève,DEF,Burnley,40,4.36,6,82
192,Quilindschy Hartman,DEF,Burnley,40,3.71,6,90
193,Bashir Humphreys,DEF,Burnley,40,0.42,0,0
194,Jordan Beyer,DEF,Burnley,40,0.16,0,0
195,Lucas Pires Silva,DEF,Burnley,40,0.35,0,0
196,Shurandy Sambo,DEF,Burnley,40,0.0,0,0
197,Oliver Sonne,DEF,Burnley,40,2.16,1,21
198,Axel Tuanzebe,DEF,Burnley,40,0.57,0,0
199,Joe Worrall,DEF,Burnley,40,0.2,1,7
200,Jaidon Anthony,MID,Burnley,55,3.68,13,90
201,Manuel Benson Hedilazio,MID,Burnley,55,0.33,0,0
202,Jacob Bruun Larsen,MID,Burnley,55,1.08,3,68
203,Enock Agyei,MID,Burnley,50,0.06,0,0
204,Darko Churlinov,MID,Burnley,50,0.57,0,0
205,Josh Cullen,MID,Burnley,50,3.25,14,90
206,Marcus Edwards,MID,Burnley,50,2.01,0,0
207,Hannibal Mejbri,MID,Burnley,50,2.85,5,82
208,Luca Koleosho,MID,Burnley,50,0.0,0,0
209,Josh Laurent,MID,Burnley,50,1.72,1,21
210,Loum Tchaouna,MID,Burnley,50,0.09,1,7
211,Aaron Ramsey,MID,Burnley,45,0.5,0,0
212,Oluwaseun Adewumi,MID,Burnley,45,0.0,0,0
213,Jaydon Banel,MID,Burnley,45,0.06,0,0
214,Mike Trésor Ndayishimiye,MID,Burnley,45,0.25,0,0
215,Zian Flemming,FWD,Burnley,55,2.58,1,4
216,Zeki Amdouni,FWD,Burnley,50,0.0,0,0
217,Lyle Foster,FWD,Burnley,50,2.99,2,85
218,Ashley Barnes,FWD,Burnley,45,0.56,0,0
219,Michael Obafemi,FWD,Burnley,45,0.07,0,0
220,Robert Lynch Sánchez,GK,Chelsea,50,3.63,3,90
221,Filip Jörgensen,GK,Chelsea,45,0.03,0,0
222,Mike Penders,GK,Chelsea,40,0.0,0,0
223,Gabriel Słonina,GK,Chelsea,40,0.0,0,0
224,Marc Cucurella Saseta,DEF,Chelsea,60,4.01,5,68
225,Reece James,DEF,Chelsea,55,3.64,1,21
226,Trevoh Chalobah,DEF,Chelsea,50,3.45,8,68
227,Levi Samuels Colwill,DEF,Chelsea,49,0.0,0,0
228,Malo Gusto,DEF,Chelsea,50,1.44,2,68
229,Benoît Badiashile Mukinayi,DEF,Chelsea,45,0.53,0,0
230,Wesley Fofana,DEF,Chelsea,45,0.68,1,21
231,Mamadou Sarr,DEF,Chelsea,45,0.0,0,0
232,Tosin Adarabioyo,DEF,Chelsea,45,0.5,2,90
233,Josh Acheampong,DEF,Chelsea,40,2.01,0,0
234,Aarón Anselmino,DEF,Chelsea,40,0.01,0,0
235,Cole Palmer,MID,Chelsea,105,6.37,0,0
236,Pedro Lomba Neto,MID,Chelsea,70,4.23,7,90
237,Enzo Fernández,MID,Chelsea,65,4.11,10,90
238,Estêvão Almeida de Oliveira Gonçalves,MID,Chelsea,65,2.83,5,76
239,Jamie Bynoe-Gittens,MID,Chelsea,65,1.77,1,13
240,Christopher Nkunku,MID,Chelsea,60,1.26,0,0
241,Moisés Caicedo Corozo,MID,Chelsea,55,3.53,8,90
242,Kiernan Dewsbury-Hall,MID,Everton,50,3.65,2,90
243,Tyrique George,MID,Chelsea,50,0.27,0,0
244,Roméo Lavia,MID,Chelsea,50,0.33,0,0
245,Mykhailo Mudryk,MID,Chelsea,50,0.0,0,0
246,Andrey Nascimento dos Santos,MID,Chelsea,45,0.79,1,28
247,Dário Luís Essugo,MID,Chelsea,45,0.06,0,0
248,Kendry Páez Andrade,MID,Chelsea,45,0.0,0,0
249,João Pedro Junqueira de Jesus,FWD,Chelsea,75,4.37,15,90
250,Liam Delap,FWD,Chelsea,65,1.9,2,61
251,Nicolas Jackson,FWD,Chelsea,65,0.41,0,0
252,Marc Guiu Paz,FWD,Sunderland,45,0.73,1,10
253,Dean Henderson,GK,Crystal Palace,50,3.38,2,90
254,Walter Benítez,GK,Crystal Palace,40,0.03,0,0
255,Remi Matthews,GK,Crystal Palace,40,0.0,0,0
256,Daniel Muñoz Mejía,DEF,Crystal Palace,55,4.16,5,90
257,Maxence Lacroix,DEF,Crystal Palace,50,4.19,3,90
258,Tyrick Mitchell,DEF,Crystal Palace,50,3.66,1,90
259,Borna Sosa,DEF,Crystal Palace,50,0.87,0,0
260,Marc Guéhi,DEF,Crystal Palace,45,3.66,2,90
261,Chris Richards,DEF,Crystal Palace,45,4.02,2,90
262,Chadi Riad Dnanou,DEF,Crystal Palace,40,0.0,0,0
263,Nathaniel Clyne,DEF,Crystal Palace,40,0.84,0,0
264,Rob Holding,DEF,Crystal Palace,40,0.0,0,0
265,Caleb Kporha,DEF,Crystal Palace,40,0.0,0,0
266,Eberechi Eze,MID,Crystal Palace,75,0.49,0,0
267,Ismaïla Sarr,MID,Crystal Palace,65,4.36,8,90
268,Cheick Doucouré,MID,Crystal Palace,50,0.0,0,0
269,Romain Esse,MID,Crystal Palace,50,1.3,1,24
270,Will Hughes,MID,Crystal Palace,50,2.35,1,90
271,Daichi Kamada,MID,Crystal Palace,50,0.55,0,0
272,Jefferson Lerma Solís,MID,Crystal Palace,50,0.99,1,8
273,Adam Wharton,MID,Crystal Palace,50,3.15,2,81
274,Asher Agbinone,MID,Crystal Palace,45,0.03,0,0
275,Naouirou Ahamada,MID,Crystal Palace,45,0.06,0,0
276,Justin Devenny,MID,Crystal Palace,45,3.1,2,65
277,Malcolm Ebiowei,MID,Crystal Palace,45,0.0,0,0
278,Jesurun Rak-Sakyi,MID,Crystal Palace,45,0.03,0,0
279,Matheus França de Oliveira,MID,Crystal Palace,45,0.0,0,0
280,David Ozoh,MID,Crystal Palace,45,0.0,0,0
281,Kaden Rodney,MID,Crystal Palace,45,0.01,0,0
282,Franco Umeh-Chibueze,MID,Crystal Palace,45,0.01,0,0
283,Jean-Philippe Mateta,FWD,Crystal Palace,75,4.58,2,87
284,Eddie Nketiah,FWD,Crystal Palace,55,0.0,0,0
285,Odsonne Édouard,FWD,Crystal Palace,50,0.14,1,2
286,Zach Marsh,FWD,Crystal Palace,45,0.02,0,0
287,Jordan Pickford,GK,Everton,55,3.28,15,90
288,Mark Travers,GK,Everton,45,0.03,0,0
289,Harry Tyrer,GK,Everton,40,0.0,0,0
290,Jarrad Branthwaite,DEF,Everton,54,0.0,0,0
291,James Tarkowski,DEF,Everton,55,4.16,8,90
292,Vitalii Mykolenko,DEF,Everton,50,2.05,0,0
293,Jake O'Brien,DEF,Everton,50,3.2,6,90
294,Séamus Coleman,DEF,Everton,45,0.78,0,0
295,Michael Keane,DEF,Everton,45,3.5,8,90
296,Nathan Patterson,DEF,Everton,45,0.0,0,0
297,Roman Dixon,DEF,Everton,40,0.08,0,0
298,Reece Welch,DEF,Everton,40,0.09,0,0
299,Iliman Ndiaye,MID,Everton,65,4.29,8,63
300,Dwight McNeil,MID,Everton,59,2.03,1,19
301,Carlos Alcaraz Durán,MID,Everton,55,2.32,1,26
302,Idrissa Gana Gueye,MID,Everton,55,2.99,3,90
303,James Garner,MID,Everton,50,2.86,10,90
304,Tim Iroegbunam,MID,Everton,50,1.88,2,70
305,Harrison Armstrong,MID,Everton,45,0.44,1,1
306,Callum Bates,MID,Everton,45,0.01,0,0
307,Coby Ebere,MID,Everton,45,0.01,0,0
308,Isaac Heath,MID,Everton,45,0.01,0,0
309,Jenson Metcalfe,MID,Everton,45,0.0,0,0
310,Thierno Barry,FWD,Everton,60,1.84,2,63
311,Norberto Bercique Gomes Betuncal,FWD,Everton,55,3.16,0,26
312,Youssef Ramalho Chermiti,FWD,Everton,50,0.42,0,0
313,Martin Sherif,FWD,Everton,45,0.0,0,0
314,Bernd Leno,GK,Fulham,50,2.8,3,90
315,Steven Benda,GK,Fulham,40,0.0,0,0
316,Antonee Robinson,DEF,Fulham,50,0.55,1,28
317,Joachim Andersen,DEF,Fulham,45,3.42,4,90
318,Calvin Bassey,DEF,Fulham,45,2.99,2,90
319,Timothy Castagne,DEF,Fulham,45,0.86,2,61
320,Issa Diop,DEF,Fulham,45,0.77,0,0
321,Jorge Cuenca Barreno,DEF,Fulham,45,1.71,0,0
322,Kenny Tete,DEF,Fulham,45,2.7,2,90
323,Samuel Amissah,DEF,Fulham,40,0.14,0,0
324,Alex Iwobi,MID,Fulham,65,3.75,7,90
325,Emile Smith Rowe,MID,Fulham,59,1.63,6,19
326,Adama Traoré Diarra,MID,Fulham,55,1.78,0,0
327,Andreas Hoelgebaum Pereira,MID,Fulham,54,1.65,0,0
328,Ryan Sessegnon,MID,Fulham,55,1.76,2,61
329,Harry Wilson,MID,Fulham,55,3.16,1,28
330,Sander Berge,MID,Fulham,50,3.04,2,90
331,Tom Cairney,MID,Fulham,50,0.7,0,0
332,Saša Lukić,MID,Fulham,50,2.74,3,90
333,Martial Godo,MID,Fulham,45,0.13,0,0
334,Luke Harris,MID,Fulham,45,0.0,0,0
335,Josh King,MID,Fulham,45,2.67,2,70
336,Harrison Reed,MID,Fulham,45,0.45,0,0
337,Raúl Jiménez Rodríguez,FWD,Fulham,65,3.81,1,19
338,Rodrigo Muniz Carvalho,FWD,Fulham,55,1.84,0,70
339,Illan Meslier,GK,Leeds,45,0.02,0,0
340,Alex Cairns,GK,Leeds,40,0.0,0,0
341,Karl Darlow,GK,Leeds,40,0.08,0,0
342,Jayden Bogle,DEF,Leeds,45,1.88,-1,82
343,Pascal Struijk,DEF,Leeds,45,0.94,0,90
344,Jaka Bijol,DEF,Leeds,40,2.28,0,0
345,Sebastiaan Bornauw,DEF,Leeds,40,0.35,0,0
346,Sam Byram,DEF,Leeds,40,0.57,1,7
347,Gabriel Gudmundsson,DEF,Leeds,40,1.83,-1,90
348,Joe Rodon,DEF,Leeds,40,2.33,2,90
349,Isaac Schmidt,DEF,Leeds,40,0.42,0,0
350,Brenden Aaronson,MID,Leeds,55,1.08,1,24
351,Wilfried Gnonto,MID,Leeds,55,2.41,2,65
352,Jack Harrison,MID,Leeds,55,1.01,0,0
353,Daniel James,MID,Leeds,55,2.63,2,65
354,Ethan Ampadu,MID,Leeds,50,0.0,0,0
355,Sam Greenwood,MID,Leeds,50,0.1,0,0
356,Ilia Gruev,MID,Leeds,50,1.9,2,90
357,Largie Ramazani,MID,Leeds,50,1.03,0,0
358,Tanaka Ao,MID,Leeds,50,2.73,1,57
359,Charlie Crew,MID,Leeds,45,0.0,0,0
360,Joe Gelhardt,MID,Leeds,45,0.0,0,0
361,Darko Gyabi,MID,Leeds,45,0.04,0,0
362,Joël Piroe,FWD,Leeds,55,2.05,1,57
363,Patrick Bamford,FWD,Leeds,50,0.29,0,0
364,Mateo Joseph Fernández-Regatillo,FWD,Leeds,50,0.0,0,0
365,Lukas Nmecha,FWD,Leeds,50,1.4,1,32
366,Alisson Becker,GK,Liverpool,55,3.13,1,90
367,Giorgi Mamardashvili,GK,Liverpool,45,0.03,0,0
368,Ármin Pécsi,GK,Liverpool,40,0.0,0,0
369,Freddie Woodman,GK,Liverpool,40,0.0,0,0
370,Jeremie Frimpong,DEF,Liverpool,60,0.0,0,0
371,Milos Kerkez,DEF,Liverpool,60,3.13,1,90
372,Andrew Robertson,DEF,Liverpool,60,0.66,0,0
373,Virgil van Dijk,DEF,Liverpool,60,3.72,3,90
374,Ibrahima Konaté,DEF,Liverpool,55,3.14,0,90
375,Conor Bradley,DEF,Liverpool,50,0.48,0,10
376,Joe Gomez,DEF,Liverpool,50,0.57,0,0
377,Konstantinos Tsimikas,DEF,Liverpool,50,0.45,0,0
378,Amara Nallo,DEF,Liverpool,40,0.01,0,0
379,Rhys Williams,DEF,Liverpool,40,0.05,0,0
380,Calvin Ramsay,DEF,Liverpool,40,0.01,0,0
381,Mohamed Salah,MID,Liverpool,145,6.61,5,90
382,Florian Wirtz,MID,Liverpool,85,4.78,2,79
383,Luis Díaz Marulanda,MID,Liverpool,80,0.0,0,0
384,Cody Gakpo,MID,Liverpool,75,3.97,10,90
385,Federico Chiesa,MID,Liverpool,65,0.28,1,10
386,Alexis Mac Allister,MID,Liverpool,65,3.64,0,0
387,Dominik Szoboszlai,MID,Liverpool,65,3.47,2,90
388,Curtis Jones,MID,Liverpool,55,1.97,2,90
389,Harvey Elliott,MID,Liverpool,54,0.78,1,1
390,Ryan Gravenberch,MID,Liverpool,55,3.2,7,90
391,Ben Gannon-Doak,MID,Bournemouth,50,1.18,0,0
392,Endo Wataru,MID,Liverpool,50,0.73,1,1
393,Stefan Bajčetić Maquieira,MID,Liverpool,45,0.01,0,0
394,James McConnell,MID,Liverpool,45,0.02,0,0
395,Tyler Morton,MID,Liverpool,45,0.0,0,0
396,Trey Nyoni,MID,Liverpool,45,0.01,0,0
397,Darwin Núñez Ribeiro,FWD,Liverpool,65,0.0,0,0
398,Jayden Danns,FWD,Liverpool,45,0.02,0,0
399,Ederson Santana de Moraes,GK,Man City,54,0.32,0,0
400,Stefan Ortega Moreno,GK,Man City,50,0.03,0,0
401,Marcus Bettinelli,GK,Man City,40,0.0,0,0
402,Rayan Aït-Nouri,DEF,Man City,60,3.9,1,22
403,Joško Gvardiol,DEF,Man City,59,1.19,0,0
404,Manuel Akanji,DEF,Man City,55,2.59,0,0
405,Nathan Aké,DEF,Man City,55,1.94,1,67
406,Abdukodir Khusanov,DEF,Man City,55,0.57,0,0
407,Matheus Nunes,DEF,Man City,55,1.83,0,0
408,Rúben dos Santos Gato Alves Dias,DEF,Man City,55,3.11,1,90
409,John Stones,DEF,Man City,55,0.44,1,90
410,Rico Lewis,DEF,Man City,50,1.76,1,90
411,Nico O'Reilly,DEF,Man City,50,1.52,0,0
412,Vitor de Oliveira Nunes dos Reis,DEF,Man City,50,0.0,0,0
413,Omar Marmoush,MID,Man City,84,3.34,1,53
414,Phil Foden,MID,Man City,80,1.62,1,15
415,Sávio Moreira de Oliveira,MID,Man City,69,0.0,0,0
416,Bernardo Mota Veiga de Carvalho e Silva,MID,Man City,65,3.33,1,36
417,Rayan Cherki,MID,Man City,65,2.67,1,53
418,Jérémy Doku,MID,Man City,65,2.89,1,36
419,Jack Grealish,MID,Everton,65,2.97,11,90
420,İlkay Gündoğan,MID,Man City,64,1.79,0,0
421,Rodrigo 'Rodri' Hernandez Cascante,MID,Man City,64,1.64,1,15
422,Mateo Kovačić,MID,Man City,60,0.0,0,0
423,Nico González Iglesias,MID,Man City,60,2.62,1,74
424,Oscar Bobb,MID,Man City,55,1.99,2,74
425,Claudio Echeverri,MID,Man City,54,0.0,0,0
426,James McAtee,MID,Nott'm Forest,55,1.77,1,18
427,Tijjani Reijnders,MID,Man City,56,3.8,2,90
428,Sverre Nypan,MID,Man City,50,0.0,0,0
429,Kalvin Phillips,MID,Man City,50,0.01,0,0
430,Erling Haaland,FWD,Man City,140,6.82,2,90
431,Altay Bayındır,GK,Man Utd,50,0.31,2,90
432,André Onana,GK,Man Utd,50,2.99,0,0
433,Elyh Harrison,GK,Man Utd,40,0.0,0,0
434,Tom Heaton,GK,Man Utd,40,0.0,0,0
435,Dermot Mee,GK,Man Utd,40,0.0,0,0
436,Matthijs de Ligt,DEF,Man Utd,50,2.55,7,90
437,Lisandro Martínez,DEF,Man Utd,50,0.0,0,0
438,Noussair Mazraoui,DEF,Man Utd,50,0.0,0,0
439,Diego León Blanco,DEF,Man Utd,45,0.84,0,0
440,Diogo Dalot Teixeira,DEF,Man Utd,45,2.29,1,38
441,Patrick Dorgu,DEF,Man Utd,45,3.25,2,90
442,Harry Maguire,DEF,Man Utd,45,2.14,1,3
443,Luke Shaw,DEF,Man Utd,45,2.72,2,86
444,Leny Yoro,DEF,Man Utd,45,2.62,6,86
445,Harry Amass,DEF,Man Utd,40,0.17,0,0
446,Tyler Fredricson,DEF,Man Utd,40,0.24,0,0
447,Ayden Heaven,DEF,Man Utd,40,0.39,1,3
